"year","player","team","age","gp","w","l","min","pct_pts_2pt","pct_pts_mr","pct_pts_3pt","pct_pts_fstbrk","pct_pts_ft","pct_pts_off_tos","pct_pts_inthept","pct_2ptgfm_asstd","pct_2ptgfm_unasstd","pct_3ptgfm_asstd","pct_3ptgfm_unasstd","pct_fgm_asstd","pct_fgm_unasstd","total_min","player_win_ratio","shot_assisted_ratio"
"2018","Hassan Whiteside","MIA",29,54,30,24,25.3,82.2,9.3,0.8,1.3,17,14.5,72.9,58.7,41.3,100,0,59,41,1366.2,0.555555555555556,1.44
"2018","Ian Clark","NOP",27,74,43,31,19.7,58.1,17.1,33.8,15.8,8.2,13.2,41,55,45,80.6,19.4,62.2,37.8,1457.8,0.581081081081081,1.65
"2018","Ian Mahinmi","WAS",31,77,42,35,14.9,75.4,2.2,0,2.5,24.6,10.9,73.2,62.3,37.7,0,0,62.3,37.7,1147.3,0.545454545454545,1.65
"2018","Isaiah Taylor","ATL",23,67,18,49,17.4,64.3,4.9,13.5,16.4,22.2,16.2,59.3,26.6,73.4,75,25,32.5,67.5,1165.8,0.26865671641791,0.48
"2018","Isaiah Thomas","LAL",29,32,15,17,26.9,42,13.6,34,17.3,24.1,15.2,28.4,27.5,72.5,54.5,45.5,36.9,63.1,860.8,0.46875,0.58
"2018","Ish Smith","DET",29,82,39,43,24.9,79.2,26.6,11.7,12.9,9.1,14.3,52.6,20.3,79.7,62.9,37.1,24.2,75.8,2041.8,0.475609756097561,0.32
"2018","J.J. Barea","DAL",34,69,23,46,23.2,46.9,9.5,43.1,12.1,10,18.5,37.5,15.4,84.6,62.6,37.4,33.3,66.7,1600.8,0.333333333333333,0.5
"2018","JJ Redick","PHI",34,70,45,25,30.2,35.2,24.4,48.3,12.7,16.4,15.2,10.9,76.8,23.2,90.2,9.8,83.2,16.8,2114,0.642857142857143,4.95
"2018","JR Smith","CLE",32,80,49,31,28.1,29.3,13.6,64.8,10.6,5.9,13.6,15.7,32,68,91.6,8.4,67.5,32.5,2248,0.6125,2.08
"2018","JaMychal Green","MEM",28,55,11,44,28,63.3,12,22.7,12,14.1,16.7,51.3,58.3,41.7,97.7,2.3,65.9,34.1,1540,0.2,1.93
"2018","Jae Crowder","UTA",27,80,52,28,26.1,41.7,8.8,42.7,10.3,15.7,17.7,32.9,80.7,19.3,92.7,7.3,85.6,14.4,2088,0.65,5.94
"2018","Jakob Poeltl","TOR",22,82,59,23,18.6,88.9,2.1,0.5,6.7,10.6,16.6,86.8,73,27,100,0,73.1,26.9,1525.2,0.719512195121951,2.72
"2018","Jamal Crawford","MIN",38,80,45,35,20.7,49.6,32.4,38,6.2,12.4,13,17.3,23,77,73.1,26.9,39.9,60.1,1656,0.5625,0.66
"2018","Jamal Murray","DEN",21,81,46,35,31.7,46.4,12,36.6,13.1,16.9,15.3,34.5,39.8,60.2,77,23,52.6,47.4,2567.7,0.567901234567901,1.11
"2018","Jameer Nelson","DET",36,50,25,25,20.3,43.7,18.6,49.8,7.7,6.5,14.6,25.1,38.9,61.1,63.4,36.6,49.5,50.5,1015,0.5,0.98
"2018","James Ennis III","DET",27,72,25,47,22.3,51.2,7.8,29.9,23,18.9,24.8,43.4,69.5,30.5,100,0,78,22,1605.6,0.347222222222222,3.55
"2018","James Harden","HOU",28,72,59,13,35.4,35.2,4.6,36.3,6.7,28.5,15.4,30.7,8.8,91.2,26,74,15.8,84.2,2548.8,0.819444444444444,0.19
"2018","James Johnson","MIA",31,73,37,36,26.6,64,8.4,21.7,6,14.3,15.9,55.6,41.3,58.7,91.2,8.8,50.5,49.5,1941.8,0.506849315068493,1.02
"2018","Jarell Martin","MEM",24,73,21,52,22.7,66.2,17.7,18.1,16.6,15.8,20.7,48.5,63.6,36.4,100,0,69.2,30.8,1657.1,0.287671232876712,2.25
"2018","Jarrett Allen","BKN",20,72,25,47,20,78,1.7,2.6,5.3,19.4,13.3,76.3,84.3,15.7,100,0,84.6,15.4,1440,0.347222222222222,5.49
"2018","Jarrett Jack","NYK",34,62,26,36,25,70.4,30.5,16.1,8.4,13.5,10.1,39.9,19.5,80.5,60,40,24.9,75.1,1550,0.419354838709677,0.33
"2018","Jaylen Brown","BOS",21,70,47,23,30.7,49.6,6.7,35.7,13.9,14.7,20.2,42.9,53.6,46.4,96.7,3.3,67.6,32.4,2149,0.671428571428571,2.09
"2018","Jayson Tatum","BOS",20,80,53,27,30.5,52.5,16.5,28.3,14.2,19.2,18.3,36,56.5,43.5,92.4,7.6,66,34,2440,0.6625,1.94
"2018","Jeff Green","CLE",31,78,47,31,23.4,57.2,8.3,18.8,13.4,24,16.9,48.9,58.3,41.7,96.2,3.8,65.1,34.9,1825.2,0.602564102564103,1.87
"2018","Jeff Teague","MIN",30,70,41,29,33,54.3,9.7,25.4,9.6,20.3,16.8,44.7,10.4,89.6,56,44,21.2,78.8,2310,0.585714285714286,0.27
"2018","Jerami Grant","OKC",24,81,48,33,20.3,62.2,2.6,14.1,10.1,23.8,22,59.5,73.1,26.9,93.8,6.3,75.8,24.2,1644.3,0.592592592592593,3.13
"2018","Jeremy Lamb","CHA",26,80,36,44,24.6,55.4,17.4,27.3,9,17.3,13.6,37.9,39.9,60.1,68.1,31.9,46.8,53.2,1968,0.45,0.88
"2018","Jerian Grant","CHI",25,74,24,50,22.8,47.8,20.7,29.6,9.2,22.6,10.2,27.1,15.5,84.5,65.6,34.4,30.1,69.9,1687.2,0.324324324324324,0.43
"2018","Jerryd Bayless","PHI",29,39,21,18,23.7,35.8,7.2,52.8,10.4,11.4,12.4,28.7,72.7,27.3,96.3,3.7,84.4,15.6,924.3,0.538461538461538,5.41
"2018","Jimmy Butler","MIN",28,59,37,22,36.7,56.2,17.4,16.1,11.6,27.8,18.1,38.7,33.2,66.8,75.7,24.3,40,60,2165.3,0.627118644067797,0.67
"2018","Jodie Meeks","WAS",30,77,41,36,14.5,34.9,9.9,44.4,14,20.7,19.3,25.1,76.5,23.5,94.4,5.6,84.7,15.3,1116.5,0.532467532467532,5.54
"2018","Joe Harris","BKN",26,78,27,51,25.3,36.6,2.1,53.2,11.5,10.2,13.2,34.5,63.9,36.1,94.7,5.3,79,21,1973.4,0.346153846153846,3.76
"2018","Joe Ingles","UTA",30,82,48,34,31.4,27.9,4,65.1,12.7,7,17,23.8,35.9,64.1,84.8,15.2,65.7,34.3,2574.8,0.585365853658537,1.92
"2018","Joe Johnson","HOU",37,55,35,20,21.9,57,22.6,32.3,3.8,10.8,13.2,34.4,22.6,77.4,97.5,2.5,43.2,56.8,1204.5,0.636363636363636,0.76
"2018","Joel Embiid","PHI",24,63,41,22,30.4,61.5,17.9,13.7,2.6,24.8,10.7,43.6,43.9,56.1,92.4,7.6,50.2,49.8,1915.2,0.650793650793651,1.01
"2018","John Collins","ATL",20,74,21,53,24.1,76.7,5.4,6.2,9.9,17.1,20.3,71.3,74.2,25.8,100,0,75.5,24.5,1783.4,0.283783783783784,3.08
"2018","John Henson","MIL",27,76,39,37,25.9,86,6,0.5,5.1,13.5,12,80,81.5,18.5,100,0,81.5,18.5,1968.4,0.513157894736842,4.41
"2018","John Wall","WAS",27,41,23,18,34.4,54.7,14.8,23.3,17.7,22,19.4,39.9,10.1,89.9,64.5,35.5,22.1,77.9,1410.4,0.560975609756098,0.28
"2018","Jonas Jerebko","UTA",31,74,45,29,15.3,43.8,5.1,45.5,11.4,10.7,21,38.7,69.1,30.9,100,0,81.8,18.2,1132.2,0.608108108108108,4.49
"2018","Jonas Valanciunas","TOR",26,77,56,21,22.4,73.5,5.7,9.2,1.6,17.3,7.4,67.8,63.6,36.4,90,10,65.6,34.4,1724.8,0.727272727272727,1.91
"2018","Jonathon Simmons","ORL",28,69,21,48,29.4,59.3,11.9,21.5,13.6,19.2,15.1,47.4,35.1,64.9,85.5,14.5,44.9,55.1,2028.6,0.304347826086957,0.81
"2018","Jordan Clarkson","CLE",26,81,40,41,23.3,56.6,17.1,29.9,12.9,13.5,15.4,39.5,27.7,72.3,79.5,20.5,41.2,58.8,1887.3,0.493827160493827,0.7
"2018","Jose Calderon","CLE",36,57,33,24,16,37.6,14.9,52.9,10.2,9.4,13.3,22.7,22.9,77.1,82.2,17.8,51.6,48.4,912,0.578947368421053,1.07
"2018","Josh Hart","LAL",23,63,27,36,23.2,39.5,3.6,47.2,28.8,13.3,21.2,35.9,63.3,36.7,93.6,6.4,76.7,23.3,1461.6,0.428571428571429,3.29
"2018","Josh Huestis","OKC",26,69,43,26,14.2,34,2.5,62.3,11.9,3.8,18.2,31.4,55.6,44.4,100,0,80,20,979.8,0.623188405797101,4
"2018","Josh Jackson","PHX",21,77,19,58,25.4,65.6,13,16.9,21.1,17.5,17.1,52.6,36.1,63.9,91.2,8.8,44.2,55.8,1955.8,0.246753246753247,0.79
"2018","Josh Richardson","MIA",24,81,44,37,33.2,52.1,18,36.5,9.7,11.5,14.5,34.1,39.7,60.3,95.3,4.7,57.4,42.6,2689.2,0.54320987654321,1.35
"2018","Jrue Holiday","NOP",28,81,47,34,36.1,64.4,11.6,23.4,12.9,12.2,13.3,52.8,34.3,65.7,70.8,29.2,41.5,58.5,2924.1,0.580246913580247,0.71
"2018","Julius Randle","LAL",23,82,35,47,26.7,74.7,3.3,2.3,16.8,23.1,15,71.4,53.4,46.6,100,0,54.4,45.6,2189.4,0.426829268292683,1.19
"2018","Justin Holiday","CHI",29,72,24,48,31.5,29.5,12.3,55.1,10.2,15.4,16.1,17.1,70.5,29.5,95.7,4.3,84.5,15.5,2268,0.333333333333333,5.45
"2018","Justin Jackson","SAC",23,68,21,47,22.2,56.5,16.8,37.7,15.2,5.7,15.5,39.7,71.1,28.9,100,0,80,20,1509.6,0.308823529411765,4
"2018","Justise Winslow","MIA",22,68,33,35,24.7,59.7,4.9,27.8,10,12.5,18.1,54.8,46.8,53.2,100,0,59.4,40.6,1679.6,0.485294117647059,1.46
"2018","Jusuf Nurkic","POR",23,79,48,31,26.4,84.8,12.2,0,3.7,15.2,12.6,72.6,69.4,30.6,0,0,69.4,30.6,2085.6,0.607594936708861,2.27
"2018","Karl-Anthony Towns","MIN",22,82,47,35,35.6,59.6,10.3,20.7,3.3,19.8,14.6,49.2,64.2,35.8,97.5,2.5,70.4,29.6,2919.2,0.573170731707317,2.38
"2018","Kelly Olynyk","MIA",27,76,42,34,23.4,48.2,6.9,36.5,6.1,15.4,15.1,41.3,53.3,46.7,90.6,9.4,65.8,34.2,1778.4,0.552631578947368,1.92
"2018","Kelly Oubre Jr.","WAS",22,81,43,38,27.5,40.3,4.8,39.7,16.3,20,19.9,35.5,53.1,46.9,92.1,7.9,68.6,31.4,2227.5,0.530864197530864,2.18
"2018","Kemba Walker","CHA",28,80,36,44,34.2,40.3,13.4,39.2,11.1,20.5,14.6,26.9,15.1,84.9,48.1,51.9,28.1,71.9,2736,0.45,0.39
"2018","Kent Bazemore","ATL",28,65,19,46,27.5,42.1,12,38.8,15.3,19.1,23.8,30.1,47.2,52.8,83.3,16.7,60.9,39.1,1787.5,0.292307692307692,1.56
"2018","Kentavious Caldwell-Pope","LAL",25,74,31,43,33.2,36.5,11.3,48.1,22.3,15.4,18.5,25.2,61.3,38.7,87.4,12.6,73.5,26.5,2456.8,0.418918918918919,2.77
"2018","Kevin Durant","GSW",29,68,49,19,34.2,51,21.7,29,16.3,20,14.1,29.4,48.8,51.2,68.8,31.2,54.3,45.7,2325.6,0.720588235294118,1.19
"2018","Kevin Love","CLE",29,59,37,22,28,37.9,8.9,39.6,5.7,22.5,12.6,29.1,64.5,35.5,97.8,2.2,78.1,21.9,1652,0.627118644067797,3.57
"2018","Kevon Looney","GSW",22,66,45,21,13.8,83.1,6.7,1.1,8.2,15.7,14.2,76.4,68.5,31.5,100,0,68.8,31.3,910.8,0.681818181818182,2.2
"2018","Khris Middleton","MIL",26,82,44,38,36.4,54.1,27.1,26.5,11.7,19.4,16.9,27,42.7,57.3,84.2,15.8,53,47,2984.8,0.536585365853659,1.13
"2018","Klay Thompson","GSW",28,73,55,18,34.3,47.4,26.8,47,19,5.6,12.1,20.5,74.3,25.7,95.2,4.8,82.6,17.4,2503.9,0.753424657534247,4.75
"2018","Kosta Koufos","SAC",29,71,22,49,19.6,93.1,2.9,0,2.5,6.9,10.1,90.1,68.9,31.1,0,0,68.9,31.1,1391.6,0.309859154929577,2.22
"2018","Kris Dunn","CHI",24,52,19,33,29.3,69.5,24.3,18.5,11.2,12,16.3,45.2,17.3,82.7,62.8,37.2,24.1,75.9,1523.6,0.365384615384615,0.32
"2018","Kristaps Porzingis","NYK",22,48,22,26,32.4,55.1,24.1,24.8,5.1,20,12.8,31.1,64.7,35.3,98.9,1.1,72.6,27.4,1555.2,0.458333333333333,2.65
"2018","Kyle Anderson","SAS",24,74,41,33,26.7,72.5,12,9.7,10.8,17.8,15.9,60.5,51.4,48.6,94.7,5.3,55,45,1975.8,0.554054054054054,1.22
"2018","Kyle Korver","CLE",37,73,43,30,21.6,17.3,8.9,73.2,8,9.5,14.9,8.3,94.8,5.2,97.6,2.4,96.8,3.2,1576.8,0.589041095890411,30.25
"2018","Kyle Kuzma","LAL",22,77,34,43,31.2,49.8,6.9,38.4,16.3,11.8,14.3,42.8,53.1,46.9,88.1,11.9,65,35,2402.4,0.441558441558442,1.86
"2018","Kyle Lowry","TOR",32,78,57,21,32.2,26,4.6,56.4,17.2,17.6,13.3,21.5,26.7,73.3,64.3,35.7,48.9,51.1,2511.6,0.730769230769231,0.96
"2018","Kyle O'Quinn","NYK",28,77,28,49,18,80,15.3,2.2,3.6,17.8,14.7,64.7,65.9,34.1,100,0,66.5,33.5,1386,0.363636363636364,1.99
"2018","Kyrie Irving","BOS",26,60,41,19,32.2,50.2,15.3,34,8.6,15.8,9.6,34.9,26.4,73.6,53,47,34.6,65.4,1932,0.683333333333333,0.53
"2018","LaMarcus Aldridge","SAS",32,75,45,30,33.4,76.1,27.1,4.7,3.5,19.3,14.6,49,50,50,96.3,3.7,51.8,48.2,2505,0.6,1.07
"2018","Lance Stephenson","IND",27,82,48,34,22.6,62.4,20.3,26.6,13.7,11.1,15.7,42,23.7,76.3,71.6,28.4,34.3,65.7,1853.2,0.585365853658537,0.52
"2018","Lance Thomas","NYK",30,73,25,48,18.5,34.9,10.7,50.3,8.7,14.8,14.8,24.2,50,50,100,0,74.5,25.5,1350.5,0.342465753424658,2.92
"2018","Langston Galloway","DET",26,58,28,30,14.9,28.3,12.8,62.5,5,9.2,20.3,15.6,45.1,54.9,92,8,73,27,864.2,0.482758620689655,2.7
"2018","Larry Nance Jr.","CLE",25,66,32,34,21.5,83.1,11.9,1,12.6,15.9,18.3,71.2,74.4,25.6,100,0,74.6,25.4,1419,0.484848484848485,2.94
"2018","Lauri Markkanen","CHI",21,68,23,45,29.7,44.3,10.1,42.1,10,13.6,13.7,34.3,64.2,35.8,96.6,3.4,76.7,23.3,2019.6,0.338235294117647,3.29
"2018","LeBron James","CLE",33,82,50,32,36.9,62.9,10.4,19.9,15.2,17.2,15,52.5,30.1,69.9,35.6,64.4,31,69,3025.8,0.609756097560976,0.45
"2018","Lonzo Ball","LAL",20,52,24,28,34.2,42.8,4.9,51.1,13.6,6.1,17.6,37.9,31.9,68.1,74.4,25.6,50.7,49.3,1778.4,0.461538461538462,1.03
"2018","Lou Williams","LAC",31,79,42,37,32.8,44.4,13.2,31.3,11.4,24.2,12.2,31.2,24.2,75.8,65.1,34.9,37.3,62.7,2591.2,0.531645569620253,0.59
"2018","Luc Mbah a Moute","HOU",31,61,52,9,25.6,44.8,0,41.1,18,14.1,15.7,44.8,77.7,22.3,98.4,1.6,85.5,14.5,1561.6,0.852459016393443,5.9
"2018","Luke Kennard","DET",22,73,34,39,20,44.8,21.5,43.5,9.1,11.6,17.4,23.3,52.8,47.2,97.5,2.5,70.4,29.6,1460,0.465753424657534,2.38
"2018","Malcolm Brogdon","MIL",25,48,25,23,29.9,58.2,9.3,29.8,13,12,14.7,49,39.6,60.4,72.6,27.4,48,52,1435.2,0.520833333333333,0.92
"2018","Malcolm Delaney","ATL",29,54,16,38,18.8,37.3,18.9,40.8,10.7,21.9,18.9,18.3,39.7,60.3,73.9,26.1,54.1,45.9,1015.2,0.296296296296296,1.18
"2018","Manu Ginobili","SAS",40,65,39,26,20,47.6,6.9,33.3,7.6,19.1,17,40.6,42.3,57.7,79.7,20.3,54.2,45.8,1300,0.6,1.18
"2018","Marc Gasol","MEM",33,73,21,52,33,51.7,19.9,26,2.7,22.3,13.4,31.8,66.2,33.8,97.2,2.8,74,26,2409,0.287671232876712,2.85
"2018","Marcin Gortat","WAS",34,82,43,39,25.3,84.1,11,0,4.1,15.9,10.4,73,75.5,24.5,0,0,75.5,24.5,2074.6,0.524390243902439,3.08
"2018","Marco Belinelli","PHI",32,80,39,41,24.3,38.7,20.6,46,7.3,15.2,16.7,18.1,80.3,19.7,87.2,12.8,83.4,16.6,1944,0.4875,5.02
"2018","Marcus Morris","BOS",28,54,34,20,26.7,48,22.1,35.1,6.3,16.9,14.2,25.9,48.3,51.7,91.9,8.1,62.6,37.4,1441.8,0.62962962962963,1.67
"2018","Marcus Smart","BOS",24,54,38,16,29.9,41.5,9.1,40.9,4.9,17.6,14.2,32.4,33.3,66.7,76,24,50.3,49.7,1614.6,0.703703703703704,1.01
"2018","Mario Chalmers","MEM",32,66,21,45,21.5,45.4,9.9,31.4,12,23.3,20.7,35.5,27.8,72.2,83,17,45.2,54.8,1419,0.318181818181818,0.82
"2018","Mario Hezonja","ORL",23,75,21,54,22.1,50.7,10.5,37.4,17.2,11.9,16.9,40.2,56.8,43.2,87.8,12.2,67,33,1657.5,0.28,2.03
"2018","Markieff Morris","WAS",28,73,37,36,27,60.4,22.1,27.1,6.3,12.5,10.1,38.3,66.9,33.1,100,0,74.5,25.5,1971,0.506849315068493,2.92
"2018","Marquese Chriss","PHX",20,72,19,53,21.2,52.5,6.8,30.2,11.7,17.3,14.2,45.7,69.2,30.8,100,0,77.7,22.3,1526.4,0.263888888888889,3.48
"2018","Marvin Williams","CHA",32,78,33,45,25.7,35.5,4.3,50.8,10.6,13.7,12.9,31.2,65.2,34.8,99.2,0.8,81.8,18.2,2004.6,0.423076923076923,4.49
"2018","Mason Plumlee","DEN",28,74,40,34,19.5,84.4,2.7,0,8.2,15.6,15.3,81.7,71.5,28.5,0,0,71.5,28.5,1443,0.540540540540541,2.51
"2018","Maurice Harkless","POR",25,59,36,23,21.4,50.9,2.1,38.2,12.2,10.9,18.7,48.8,60.2,39.8,98,2,72.8,27.2,1262.6,0.610169491525424,2.68
"2018","Maxi Kleber","DAL",26,72,20,52,16.8,57.5,7.3,31.1,5.2,11.4,13.2,50.3,79.3,20.7,100,0,84.8,15.2,1209.6,0.277777777777778,5.58
"2018","Michael Beasley","NYK",29,74,24,50,22.3,76.8,16,10.5,5.7,12.7,11.2,60.9,46.7,53.3,91.2,8.8,50.4,49.6,1650.2,0.324324324324324,1.02
"2018","Michael Kidd-Gilchrist","CHA",24,74,34,40,25,82.8,21.7,0,15.7,17.2,18.2,61.1,67.4,32.6,0,0,67.4,32.6,1850,0.459459459459459,2.07
"2018","Mike Muscala","ATL",26,53,14,39,20,40,5.9,45.9,6.7,14.1,12.3,34.1,65.4,34.6,100,0,80.4,19.6,1060,0.264150943396226,4.1
"2018","Mike Scott","WAS",29,76,39,37,18.5,62.9,26.6,29.6,4,7.5,15.4,36.2,74.3,25.7,100,0,80.4,19.6,1406,0.513157894736842,4.1
"2018","Miles Plumlee","ATL",29,55,19,36,16.7,88.6,1.7,0,6.3,11.4,16.9,86.9,78.1,21.9,0,0,78.1,21.9,918.5,0.345454545454545,3.57
"2018","Milos Teodosic","LAC",31,45,29,16,25.2,29.4,16.3,61.5,5.8,9.1,9.1,13.1,30.2,69.8,70.5,29.5,53.6,46.4,1134,0.644444444444444,1.16
"2018","Montrezl Harrell","LAC",24,76,39,37,17,83,1.7,0.4,19.6,16.6,16,81.3,66.9,33.1,0,100,66.7,33.3,1292,0.513157894736842,2
"2018","Myles Turner","IND",22,65,39,26,28.2,60.4,27.3,20.3,4.8,19.3,12.6,33.1,73.6,26.4,98.2,1.8,78.1,21.9,1833,0.6,3.57
"2018","Nemanja Bjelica","MIN",30,67,38,29,20.5,41.9,0.9,50.2,10.4,7.9,15.6,41,60,40,93.4,6.6,74.9,25.1,1373.5,0.567164179104478,2.98
"2018","Nick Young","GSW",33,80,56,24,17.4,26.9,12.4,63.5,19.3,9.6,13.1,14.5,64.1,35.9,88.6,11.4,79.1,20.9,1392,0.7,3.78
"2018","Nicolas Batum","CHA",29,64,27,37,31,48.1,25.4,37.3,6.6,14.6,14.9,22.7,38.8,61.2,84.8,15.2,54.4,45.6,1984,0.421875,1.19
"2018","Nikola Jokic","DEN",23,75,43,32,32.6,56.8,13,24,4.4,19.2,10.9,43.8,54.5,45.5,89.2,10.8,62.1,37.9,2445,0.573333333333333,1.64
"2018","Nikola Mirotic","NOP",27,55,34,21,27.2,39.8,10.7,47.1,14.6,13,12,29.1,64.3,35.7,88.9,11.1,75.2,24.8,1496,0.618181818181818,3.03
"2018","Nikola Vucevic","ORL",27,57,17,40,29.5,71.4,19.4,20.4,7.7,8.2,14.1,52,67.2,32.8,100,0,72.4,27.6,1681.5,0.298245614035088,2.62
"2018","Noah Vonleh","CHI",22,54,24,30,16.2,63.6,11.4,22.7,2.3,13.6,10.6,52.3,48.8,51.2,95,5,57.7,42.3,874.8,0.444444444444444,1.36
"2018","Norman Powell","TOR",25,70,51,19,15.2,50.4,5.7,41.3,18.7,8.3,21.3,44.7,41.2,58.8,92.5,7.5,59.3,40.7,1064,0.728571428571429,1.46
"2018","OG Anunoby","TOR",20,74,51,23,20,41.1,0.5,50,14.8,8.9,18.9,40.6,71.1,28.9,94.5,5.5,81.6,18.4,1480,0.689189189189189,4.43
"2018","Otto Porter Jr.","WAS",25,77,42,35,31.6,54.1,23.3,36.5,12.9,9.3,17.8,30.9,63.2,36.8,91.3,8.7,71.9,28.1,2433.2,0.545454545454545,2.56
"2018","PJ Tucker","HOU",33,82,65,17,27.8,22.7,3.2,68.7,9.8,8.6,19.1,19.5,57.9,42.1,98.3,1.7,84.9,15.1,2279.6,0.792682926829268,5.62
"2018","Pascal Siakam","TOR",24,81,59,22,20.7,76.1,1.4,14.8,23.3,9.2,22.6,74.7,68.8,31.3,100,0,72.3,27.7,1676.7,0.728395061728395,2.61
"2018","Pat Connaughton","POR",25,82,49,33,18.1,41.3,6.3,50.3,5.9,8.4,11.1,34.9,69.2,30.8,93.2,6.8,80,20,1484.2,0.597560975609756,4
"2018","Patrick McCaw","GSW",22,57,41,16,16.9,63.8,8.7,24.9,14.8,11.4,23.1,55,69.9,30.1,100,0,76.1,23.9,963.3,0.719298245614035,3.18
"2018","Patrick Patterson","OKC",29,82,48,34,15.5,25.2,4.4,62.3,10.7,12.6,13.8,20.8,60,40,100,0,84.9,15.1,1271,0.585365853658537,5.62
"2018","Patty Mills","SAS",29,82,47,35,25.7,30.8,16.6,56.4,11.7,12.8,12.5,14.2,47.6,52.4,76,24,63.2,36.8,2107.4,0.573170731707317,1.72
"2018","Pau Gasol","SAS",37,77,45,32,23.5,63,15.7,16.6,5,20.4,15,47.2,67.6,32.4,100,0,72.5,27.5,1809.5,0.584415584415584,2.64
"2018","Paul George","OKC",28,79,47,32,36.6,38.3,11.6,42.2,11.9,19.5,15.4,26.6,35.8,64.2,80.3,19.7,54.7,45.3,2891.4,0.594936708860759,1.21
"2018","Paul Millsap","DEN",33,38,22,16,30.1,58.7,9.7,21.1,6.5,20.2,13.3,49,49.1,50.9,94.9,5.1,57.9,42.1,1143.8,0.578947368421053,1.38
"2018","Quincy Acy","BKN",27,70,26,44,19.4,13.6,3.4,74.5,5.1,11.9,14.4,10.2,85.7,14.3,99,1,96.2,3.8,1358,0.371428571428571,25.32
"2018","Rajon Rondo","NOP",32,65,41,24,26.2,67.4,7.8,27.9,18.1,4.7,13.4,59.6,21.5,78.5,70,30,32,68,1703,0.630769230769231,0.47
"2018","Raymond Felton","OKC",34,82,48,34,16.6,50.6,19.5,43,5.3,6.4,15.8,31.2,7.7,92.3,72.8,27.2,31.3,68.8,1361.2,0.585365853658537,0.45
"2018","Reggie Bullock","DET",27,62,32,30,27.9,40.7,10,53.7,13,5.6,17.2,30.7,81.7,18.3,96.8,3.2,88.8,11.2,1729.8,0.516129032258065,7.93
"2018","Reggie Jackson","DET",28,45,27,18,26.7,59.1,17.4,23.8,7,17.1,16.2,41.8,8.8,91.2,57.7,42.3,19.1,80.9,1201.5,0.6,0.24
"2018","Ricky Rubio","UTA",27,77,44,33,29.3,49.6,24.6,28.6,8.4,21.8,14.6,25,28.8,71.2,86.5,13.5,44.8,55.2,2256.1,0.571428571428571,0.81
"2018","Robert Covington","PHI",27,80,51,29,31.6,28.1,3.8,60.4,17.7,11.5,20.1,24.4,81,19,97,3,90.4,9.6,2528,0.6375,9.42
"2018","Robin Lopez","CHI",30,64,23,41,26.4,89.4,15.3,1.6,1.9,9,10.1,74.1,73.1,26.9,75,25,73.1,26.9,1689.6,0.359375,2.72
"2018","Rodney Hood","CLE",25,60,29,31,26.9,44.2,15.6,43.2,9.1,12.6,15,28.6,36.9,63.1,73.2,26.8,51.2,48.8,1614,0.483333333333333,1.05
"2018","Rondae Hollis-Jefferson","BKN",23,68,26,42,28.2,69.6,16.9,4.1,12.7,26.3,10.1,52.6,55.3,44.7,100,0,57,43,1917.6,0.382352941176471,1.33
"2018","Royce O'Neale","UTA",25,69,43,26,16.7,45.5,4.1,36.7,20.7,17.8,21.3,41.4,50,50,85.7,14.3,62.5,37.5,1152.3,0.623188405797101,1.67
"2018","Rudy Gay","SAS",31,57,36,21,21.6,66,17.4,16.9,9.8,17.1,14.8,48.5,40.3,59.7,86.5,13.5,47,53,1231.2,0.631578947368421,0.89
"2018","Rudy Gobert","UTA",26,56,37,19,32.4,73,1.3,0,4.9,27,13.4,71.7,77.2,22.8,0,0,77.2,22.8,1814.4,0.660714285714286,3.39
"2018","Russell Westbrook","OKC",29,80,47,33,36.4,65.1,20.7,14.3,21.7,20.6,20.4,44.4,17,83,43.3,56.7,20.3,79.7,2912,0.5875,0.25
"2018","Ryan Anderson","HOU",30,66,52,14,26.1,24.6,8.4,63.7,7.5,11.7,16.9,16.2,34.2,65.8,99.2,0.8,75.4,24.6,1722.6,0.787878787878788,3.07
"2018","Sam Dekker","LAC",24,73,36,37,12.1,77.9,2,9.9,25.1,12.2,16.2,75.9,71.2,28.8,90,10,72.7,27.3,883.3,0.493150684931507,2.66
"2018","Semi Ojeleye","BOS",23,73,50,23,15.8,25.6,4.1,61.5,11.8,12.8,16.9,21.5,80,20,95,5,89.2,10.8,1153.4,0.684931506849315,8.26
"2018","Serge Ibaka","TOR",28,76,53,23,27.5,56.7,20.6,33.5,9.3,9.8,12.2,36.1,69.9,30.1,95.3,4.7,77,23,2090,0.697368421052632,3.35
"2018","Shabazz Napier","POR",26,74,46,28,20.7,43.8,21.4,38.2,10.7,18,14.4,22.4,24.1,75.9,72,28,41.7,58.3,1531.8,0.621621621621622,0.72
"2018","Shaun Livingston","GSW",32,71,49,22,15.9,87.3,35.5,0,20.3,12.7,17.5,51.8,52.9,47.1,0,0,52.9,47.1,1128.9,0.690140845070423,1.12
"2018","Shelvin Mack","ORL",28,69,21,48,19.8,55,8,30.4,14.4,14.6,17.3,46.9,32.3,67.7,68.8,31.3,42.1,57.9,1366.2,0.304347826086957,0.73
"2018","Sindarius Thornwell","LAC",23,73,36,37,15.8,54.6,7.1,24.5,20.9,20.9,23.8,47.5,68.8,31.2,100,0,76,24,1153.4,0.493150684931507,3.17
